about,b3_issuer_code,b3_listing_segment,b3_sector,b3_segment,b3_subsector,cnpj,controlling_interest,cvm_code,founding_date,is_b3_listed,is_foreign,is_state_owned,main_activity,name,trade_name,website
,LCEH,,,,,,,904755,,True,False,,,LC-EH PARTICIPACOES E EMPREENDIMENTOS S.A.,LCEHPART,
,LCFR,,,,,,,904763,,True,False,,,LOCALFRIO S.A. - ARMAZENS GERAIS FRIGORIFICOS,LOCALFRIO,
,LCNH,,,,,,,904771,,True,False,,,EOLICA LANCHINHA S/A,EOLICALAN,
,LDCS,,,,,,,904789,,True,False,,,BIOSEV BIOENERGIA S/A,BIOSEVDIS,
,LETS,,,,,,,904797,,True,False,,,LETS RENT A CAR S/A,LETSRENTACAR,
,LGAM,,,,,,,904839,,True,False,,,LOGISTICA AMBIENTAL DE SAO PAULO S/A - LOGA,LOGA,
,LGER,,,,,,,904847,,True,False,,,LAGOA 1 ENERGIA RENOVAVEL S.A.,LAGOA1,
,LGOP,,,,,,,904854,,True,False,,,LAGO DA PEDRA PARTICIPACOES S/A,LAGOPEDRAPAR,
,LIGN,,,,,,,904862,,True,False,,,COMPANHIA LIGNA DE INVESTIMENTOS,CIALIGNA,
,LIND,,,,,,,904870,,True,False,,,LDI DESENVOLVIMENTO IMOBILIARIO S/A,LDI,
,LINH,,,,,,,904888,,True,False,,,LINHARES GERACAO S/A,LINHARESSA,
,LJDE,,,,,,,904896,,True,False,,,LAJEADO ENERGIA S.A.,LAJEADOENERG,
,LLDR,,,,,,,904920,,True,False,,,UNIAO DE LOJAS LEADER S.A.,LOJASLEADER,
,LLXA,,,,,,,904938,,True,False,,,PORTO DO ACU OPERACOES SA,PORTOACU,
,LMBE,,,,,,,904946,,True,False,,,LAMBDA ENERGIA S.A..,LAMBDAENERG,
,LMON,,,,,,,904979,,True,False,,,BANCO ANDBANK (BRASIL) S/A,ANDBANKBM,
,LMSP,,,,,,,904987,,True,False,,,CONCESSIONARIA DAS LINHAS 5 E 17 DO METRO DE SP SA,METROSAOPAUL,
,LNAM,,,,,,,905000,,True,False,,,LINEA AMARILLA BRASIL PARTICIPACOES S.A..,LINEA,
,LOGP,,,,,,,905018,,True,False,,,LOG E PRINT DADOS VARIAVEIS S.A,LOGEPRINT,
,LOGR,,,,,,,905026,,True,False,,,LOG E PRINT GRAFICA E LOGISTICA S/A,LOGPRINT,
,LONG,,,,,,,905034,,True,False,,,LONGFORD PARTICIPACOES E EMPREENDIMENTOS S.A.,LONGFORD,
,LSHB,,,,,,,905042,,True,False,,,LSH BARRA EMPREENDIMENTOS IMOBILIARIOS S A,LSHBARRA,
,LSPL,,,,,,,905059,,True,False,,,LEASEPLAN ARRENDAMENTO MERCANTIL S/A,LEASEPLANAM,
,LTMC,,,,,,,905067,,True,False,,,LINHAS DE TRANSMISSAO DE MONTES CLAROS S.A.,MONTESCLAROS,
,LTTE,,,,,,,905075,,True,False,,,LINHAS DE TAUBATE TRANSMISSORA DE ENERGIA S.A.,TAUBATE,
,LUFP,,,,,,,905083,,True,False,,,LUFT PARTICIPACOES S.A.,LUFTPART,
,LUSO,,,,,,,905091,,True,False,,,BANCO LUSO BRASILEIRO S/A,LUSOBRASILEI,
,MACN,,,,,,,905109,,True,False,,,COMPLEXO MARACANA ENTRETENIMENTO S.A.,MARACANA,
,MAIB,,,,,,,905117,,True,False,,,MAIA E BORBA S.A.,MAIAEBORBA,
,MARH,,,,,,,905125,,True,False,,,INTEGRACAO MARANHENSE TRANSMISSORA DE ENERGIA S.A.,MARAENERGIA,
,MBXP,,,,,,,905133,,True,False,,,MB EXPANSAO S.A.,MBEXPANSAO,
,MCFI,,,,,,,905141,,True,False,,,ESTRELA MINEIRA CREDITO FINANCIAMENTO E INVESTIMEN,ESTRELACFI,
,MCRB,,,,,,,905158,,True,False,,,MINERACAO CARAIBA S.A.,MCARAIBA,
,MCSD,,,,,,,905166,,True,False,,,MARTINS COMERCIO E SERVICOS DE DISTRIBUICAO S.A.,MARTINSDIST,
,MDLL,,,,,,,905174,,True,False,,,MDL REALTY INCORPORADORA S.A.,MDLREALTY,
,MDRI,,,,,,,905182,,True,False,,,MADRI ADMINISTRACAO INTERMEDIACAO E PARTICIPACAO S,MADRIPART,
,MILO,,,,,,,905190,,True,False,,,MILO INVESTIMENTOS SA,MILOINVEST,
,MIVS,,,,,,,905257,,True,False,,,M.INVEST PLANEJAMENTO E ADMINISTRACAO DE SHOPPING,MINVEST,
,MLAN,,,,,,,905265,,True,False,,,MILANO COMERCIO VAREJISTA DE ALIMENTOS S.A..,MILANOCOMERC,
,MLNP,,,,,,,905273,,True,False,,,MILANO ENERGIA PARTICIPACOES E INVESTIMENTOS S/A,MILANO,
,MLNV,,,,,,,905281,,True,False,,,MARLIN NAVEGACAO SA,MARLIN,
,MLOG,,,,,,,905299,,True,False,,,MULTILOG S.A.,MULTILOG,
,MMSP,,,,,,,905307,,True,False,,,MMS PARTICIPACOES S/A,MMSPARTICIPA,
,MMXP,,,,,,,905315,,True,False,,,PORTO SUDESTE DO BRASIL S/A,PORTOBRASIL,
,MMXS,,,,,,,905323,,True,False,,,MMX SUDESTE MINERACAO S.A.,MMXSUDESTE,
,MNAR,,,,,,,905331,,True,False,,,MINAS ARENA - GESTAO DE INSTALACOES ESPORTIVAS S.A,MINASARENA,
,MNAU,,,,,,,905349,,True,False,,,MANAUS AMBIENTAL S.A.,MANAUSAMBIEN,
,MNDC,,,,,,,905398,,True,False,,,MANDIC S/A,MANDIC,
,MNTI,,,,,,,905406,,True,False,,,BRASOIL MANATI EXPLORACAO PETROLIFERA S.A.,BRASOILPETRO,
,MNTQ,,,,,,,905414,,True,False,,,MANTIQUEIRA TRANSMISSORA DE ENERGIA S.A.,MANTIQUEIRA,
,MORL,,,,,,,905430,,True,False,,,MONTREAL EMPREENDIMENTOS IMOBILIARIOS S.A.,MONTREAL,
,MORR,,,,,,,905448,,True,False,,,MORRINHOS ENERGIAS RENOVAVEIS S/A,MORRINHOS,
,MRCN,,,,,,,905455,,True,False,,,MARACANAU GERADORA DE ENERGIA S.A.,MARACANAU,
,MRCS,,,,,,,905463,,True,False,,,MERCANTTI EMPREENDIMENTOS IMOBILIARIOS SPE S.A.,MERCANTII,
,MRHL,,,,,,,905471,,True,False,,,MARECHAL RONDON TRANSMISSORA DE ENERGIA S.A.,MARECHALRON,
,MRLE,,,,,,,905489,,True,False,,,MRL ENGENHARIA E EMPREENDIMENTOS S.A.,MRLENGENHARI,
,MRPT,,,,,,,905497,,True,False,,,MOROCO PARTICIPACOES E COMERCIO S.A.,MOROCO,
,MSDW,,,,,,,905505,,True,False,,,BANCO MORGAN STANLEY S.A.,MORGANSTANLE,
,MSGT,,,,,,,905513,,True,False,,,MATA DE SANTA GENEBRA TRANSMISSAO S.A.,STAGENEBRA,
,MSPS,,,,,,,905521,,True,False,,,MS PARTICIPACOES SOCIETARIAS S.A,MSPARTICIPAC,
,MTBA,,,,,,,905539,,True,False,,,COMPANHIA DO METRO DA BAHIA,METRODABAHIA,
,MTEC,,,,,,,905547,,True,False,,,MTEL TECNOLOGIA SA,MTELTECSA,
,MTRB,,,,,,,905554,,True,False,,,METROBARRA S.A.,METROBARRA,
,MTRN,,,,,,,905562,,True,False,,,COMPANHIA METRO NORTE,METRONORTE,
,MTSM,,,,,,,905570,,True,False,,,MATEUS SUPERMERCADOS S.A.,MATEUS,
,MTTM,,,,,,,905588,,True,False,,,MULTITERMINAIS S.A.,MULTITERMINA,
,MTVL,,,,,,,905596,,True,False,,,MATA VELHA ENERGETICA S.A.,MATAVELHA,
,MUDA,,,,,,,905604,,True,False,,,MUDAR SPE MASTER EMPREENDIMENTOS IMOBILIARIOS S/A,MUDARSPESA,
,MVLV,,,,,,,905612,,True,False,,,MOVIDA LOCACAO DE VEICULOS S.A.,MOVIDALOC,
,MVSA,,,,,,,905620,,True,False,,,MV PARTICIPACOES S.A.,MVPARTICIPAC,
,MVST,,,,,,,905638,,True,False,,,MARISOL VESTUARIO S.A,MARISOL,
,NASX,,,,,,,905646,,True,False,,,NASCENTES DO XINGU PARTICIPACOES E ADMINISTRACAO S,XINGUPART,
,NATX,,,,,,,905653,,True,False,,,NATIXIS BRASIL S/A BANCO MULTIPLO,NATIXISBM,
,NBCB,,,,,,,905661,,True,False,,,NOVO BANCO CONTINENTAL S.A. BANCO MULTIPLO,NBCBM,
,NCEN,,,,,,,905679,,True,False,,,NC ENERGIA S.A.,NCENERGIA,
,NDMI,,,,,,,905695,,True,False,,,NOTRE DAME INTERMEDICA SAUDE S/A,NOTREDAME,
,NEEC,,,,,,,905703,,True,False,,,COMPANHIA NACIONAL DE ENERGIA ELETRICA,COMPNACIONAL,
,NEER,,,,,,,905711,,True,False,,,NEERANS EMPREENDIMENTOS E PARTICIPACOES S/A,NEERANS,
,NFAR,,,,,,,905729,,True,False,,,NUFARM INDUSTRIA QUIMICA E FARMACEUTICA S.A.,NUFARM,
,NGSC,,,,,,,905737,,True,False,,,NEGRESCO S/A CREDITO FINANCIAMENTO E INVESTIMENTO,NEGRESCOCFI,
,NMHG,,,,,,,905745,,True,False,,,NAMPONT HOLDINGS S.A.,NAMPONT,
,NRTB,,,,,,,905752,,True,False,,,NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.,NORTEBR,
,NSDI,,,,,,,905760,,True,False,,,NS2.COM INTERNET S/A,NS2,
,NSPE,,,,,,,905778,,True,False,,,MAIS SHOPPING NITEROI EMPREENDIMENTOS E PARTICIPAC,MAISSHOPPING,
,NTEN,,,,,,,905786,,True,False,,,NORTE ENERGIA S/A,NORTEENERGIA,
,NTON,,,,,,,905794,,True,False,,,NATURAL ONE S/A,NATURALONE,
,NTSD,,,,,,,905802,,True,False,,,NOVA TRANSPORTADORA DO SUDESTE S.A. ¿ NTS,NOVANTS,
,NVFE,,,,,,,905851,,True,False,,,NOVA VENTO FORMOSO ENERGIAS RENOVAVEIS S.A.,VENTOFORMOSO,
,NVMC,,,,,,,905869,,True,False,,,NOVA VENTOS DO MORRO DO CHAPEU ENERGIAS RENOVAVEIS,CHAPEUENERGI,
,NVPC,,,,,,,905877,,True,False,,,NOVA PONTOCOM COMERCIO ELETRONICO SA,PONTOCOM,
,NVPE,,,,,,,905885,,True,False,,,NOVA VENTOS DO PARAZINHO ENERGIAS RENOVAVEIS S.A,NOVAVENTOS,
,NVTE,,,,,,,905893,,True,False,,,NOVA VENTOS DE TIANGUA ENERGIAS RENOVAVEIS S.A,NVTIANGUA,
,NVTN,,,,,,,905901,,True,False,,,NOVA VENTOS DE TIANGUA NORTE ENERGIAS RENOVAVEIS S,TIANGUANORTE,
,OASP,,,,,,,905919,,True,False,,,OAS S/A - EM RECUPERACAO JUDICIAL,OAS,
,OCER,,,,,,,906008,,True,False,,,OCEANAIR LINHAS AEREAS S.A,OCEANAIR,
,OCHS,,,,,,,906016,,True,False,,,OCEAN HOUSES INCORPORACAO IMOBILIARIA S/A,OCEAN,
,ODBA,,,,,,,906024,,True,False,,,ODEBRECHT AMBIENTAL S.A.,ODEBRECHTAMB,
,ODBH,,,,,,,906032,,True,False,,,BRK AMBIENTAL - SUMARE S.A,BRKSUMARE,
,ODBM,,,,,,,906040,,True,False,,,BRK AMBIENTAL - MANSO S.A.,BRKAMBIENTAL,
,ODBS,,,,,,,906057,,True,False,,,ODEBRECHT SERVICOS E PARTICIPACOES S/A,ODEBRECHTPAR,
,ODBT,,,,,,,906065,,True,False,,,ODEBRECHT TRANSPORT PARTICIPACOES S.A.,ODEBRECHTTRA,
,ODCT,,,,,,,906073,,True,False,,,ODEBRECHT S.A.,ODEBSA,
,ODEB,,,,,,,906081,,True,False,,,ODEBRECHT ENERGIA S.A.,ODEBENER,
,ODRP,,,,,,,906099,,True,False,,,OR EMPREENDIMENTOS IMOBILIARIOS E PARTICIPACOES S/,ORSA,
,ODTR,,,,,,,906149,,True,False,,,ODEBRECHT TRANSPORT S.A.,ODEBRETRANS,
,ODYA,,,,,,,906156,,True,False,,,ODOYA TRANSMISSORA DE ENERGIA S.A..,ODOYAENERGIA,
,OEAR,,,,,,,906164,,True,False,,,OEA EOLICA VENTO ARAGANO I S.A.,VENTOARAGANO,
,OESD,,,,,,,906172,,True,False,,,OEA EOLICA CORREDOR DO SENANDES 2 S.A,EOLICA2,
,OESP,,,,,,,906180,,True,False,,,S/A O ESTADO DE S.PAULO,OESTADO,
,OESQ,,,,,,,906198,,True,False,,,OEA EOLICA CORREDOR DO SENANDES IV S.A.,OEAEOLICAIV,
,OEST,,,,,,,906206,,True,False,,,OEA EOLICA CORREDOR DO SENANDES III S.A.,SENANDESIII,
,OHPT,,,,,,,906214,,True,False,,,ODEBRECHT PARTICIPACOES E INVESTIMENTOS S.A.,ODEBPARTINV,
,OMNG,,,,,,,906222,,True,False,,,OMEGA ENERGIA E IMPLANTACAO 2 S.A.,OMEGA2,
,OPGR,,,,,,,906230,,True,False,,,OURO PRETO GESTAO DE RECURSOS S.A.,OUROPRETO,
,ORIV,,,,,,,906248,,True,False,,,BANCO OURINVEST S.A.,OURINVESTBM,
,OSPV,,,,,,,906289,,True,False,,,OSP INVESTIMENTOS S/A,OSPINVEST,
,OSXN,,,,,,,906297,,True,False,,,OSX CONSTRUCAO NAVAL SA-EM REC.JUDICIAL,OSX,
,PACR,,,,,,,906305,,True,False,,,PACER TRANSPORTE E LOGISTICA S.A.,PACER,
,PARJ,,,,,,,906321,,True,False,,,PORTALEGRE RJ PARTICIPACOES S.A.,PORTALEGREPA,
,PASO,,,,,,,906339,,True,False,,,EOLICA PARAISO S.A.,EOLICAPARAIS,
,PCEE,,,,,,,906354,,True,False,,,REC 2017 EMPREENDIMENTOS E PARTICIPACOES II S.A.,RECII,
,PCEM,,,,,,,906362,,True,False,,,PORTO DO PECEM GERACAO DE ENERGIA .S.A..,PORTODOPECEM,
,PCHB,,,,,,,906370,,True,False,,,BAHIA PCH I S/A,BAHIAPCH,
,PCHH,,,,,,,906388,,True,False,,,PCH HOLDING 2 S.A.,PCHHOLDING,
,PCII,,,,,,,906396,,True,False,,,PEDRA CHEIROSA II ENERGIA S/A,PEDRAII,
,PDCI,,,,,,,906404,,True,False,,,PEDRA CHEIROSA I ENERGIA S/A,PEDRAI,
,PDCP,,,,,,,906412,,True,False,,,PDC PARTICIPACOES S.A.,PDCPART,
,PDLS,,,,,,,906420,,True,False,,,PDL 1.0 COMPANHIA SECURITIZADORA DE CREDITOS FINA,PDL10,
,PEEC,,,,,,,906438,,True,False,,,REC 2017 EMPREENDIMENTOS E PARTICIPACOES I S.A.,RECI,
,PGNA,,,,,,,906453,,True,False,,,PARNAIBA GAS NATURAL S.A.,PARNAIBAGAS,
,PHMA,,,,,,,906461,,True,False,,,PARTNERS PHARMA PARTICIPACOES S/A,PARTPHARMA,
,PIMB,,,,,,,906479,,True,False,,,PROJETO IMOBILIARIO C 2 SA,C2,
,PIRP,,,,,,,906487,,True,False,,,PIRAPORA II ENERGIAS RENOVAVEIS S.A.,PIRAPORAIIEN,
,PJII,,,,,,,906495,,True,False,,,EOLICA PEDRA RAJADA II SA.,PEDRARAJADAI,
,PLIN,,,,,,,906503,,True,False,,,POLO INDUSTRIA E COMERCIO S/A.,POLO,
,PMAV,,,,,,,906511,,True,False,,,PRIMAV CONSTRUCOES E COMERCIO S/A,PRIMAVCONST,
,PMIC,,,,,,,906529,,True,False,,,PRIME INCORPORACOES E CONSTRUCOES S/A,PRIMEINC,
,PORB,,,,,,,906537,,True,False,,,PORTO DAS BARCAS ENERGIA S.A.,BARCASENERGI,
,POSG,,,,,,,906545,,True,False,,,PORTO SALGADO ENERGIA S.A.,SALGADO,
,PPEN,,,,,,,906552,,True,False,,,PORTO DO PARNAIBA ENERGIA S.A.,PARNAIBAENER,
,PPIX,,,,,,,906560,,True,False,,,PIRAPORA IX ENERGIAS RENOVAVEIS S/A,PIRAPORAIX,
,PPNV,,,,,,,906578,,True,False,,,PORTONAVE PARTICIPACOES S.A.,PORTONAVEPAR,
,PPRA,,,,,,,906586,,True,False,,,PIRAPORA IV ENERGIAS RENOVAVEIS S.A.,PIRAPORAIVEN,
,PPVI,,,,,,,906594,,True,False,,,PIRAPORA VI ENERGIAS RENOVAVEIS S/A,PIRAPORAVI,
,PQAR,,,,,,,906602,,True,False,,,PARQUE EOLICO ASSURUA V S.A.,ASSURUA,
,PQEL,,,,,,,906610,,True,False,,,PARQUE EOLICO LARANJEIRAS III S.A.,LARANJEIRASI,
,PQER,,,,,,,906628,,True,False,,,PARQUE EOLICO ASSURUA VII S.A.,ASSURUAVII,
,PQLR,,,,,,,906636,,True,False,,,PARQUE EOLICO LARANJEIRAS IX S.A.,LARANJEIRASI,
,PQSS,,,,,,,906644,,True,False,,,PARQUE EOLICO ASSURUA II S.A.,ASSURUAII,
,PRKE,,,,,,,906651,,True,False,,,PARK EMPREENDIMENTOS COMERCIAIS S.A.,PARKEMPREE,
,PROQ,,,,,,,906669,,True,False,,,PROQUIGEL QUIMICA S/A.,PROQUIGEL,
,PRPA,,,,,,,906677,,True,False,,,PIRAPORA III ENERGIAS RENOVAVEIS S.A.,PIRAPORAIIIE,
,PRPO,,,,,,,906685,,True,False,,,PIRAPORA II SOLAR HOLDING S.A.,PIRAPORAII,
,PRPX,,,,,,,906693,,True,False,,,PIRAPORA X ENERGIAS RENOVAVEIS S/A,PIRAPORAX,
,PRQE,,,,,,,906701,,True,False,,,PARQUE DA LAGOA DESENVOLVIMENTO IMOBILIARIO S/A,PARQUEDALAGO,
,PRRV,,,,,,,906750,,True,False,,,PIRAPORA V ENERGIAS RENOVAVEIS SA,PIRAPORAV,
,PRSH,,,,,,,906768,,True,False,,,PRUDENSHOPPING S.A.,PRUDENSHOPPI,
,PRSL,,,,,,,906776,,True,False,,,PROSIMULADOR TECNOLOGIA DE TRANSITO S/A,PROSIMULADOR,
,PRTE,,,,,,,906784,,True,False,,,PARANAIBA TRANSMISSORA DE ENERGIA S.A.,PARANAIBA,
,PSAF,,,,,,,906792,,True,False,,,SANTANDER FINANCE ARRENDAMENTO MERCANTIL S/A,SANTFINANCEA,
,PSAL,,,,,,,906800,,True,False,,,POUSO ALEGRE COMERCIAL E AGROPECUARIA S/A,POUSOALEGRE,
,PSLA,,,,,,,906818,,True,False,,,PNEUSOLA PNEUS E PECAS S/A,PNEUSOLA,
,PTCR,,,,,,,906826,,True,False,,,PORTOCRED S.A. CFI,PORTOCREDCFI,
,PTGR,,,,,,,906834,,True,False,,,COMPANHIA ENERGETICA POTIGUAR,POTIGUAR,
,PTMI,,,,,,,906842,,True,False,,,DELTA 2 ENERGIA S.A.,POTAMIENERGI,
,PTNV,,,,,,,906909,,True,False,,,PORTONAVE S.A.- TERMINAIS PORTUARIOS DE NAVEGANTES,PORTONAVE,
,PTRA,,,,,,,906917,,True,False,,,PETRA ENERGIA S/A,PETRA,
,PVII,,,,,,,906925,,True,False,,,PIRAPORA VII ENERGIAS RENOVAVEIS SA,PIRAPORAVII,
,QCAB,,,,,,,906933,,True,False,,,QUALICORP ADMINISTRADORA DE BENEFICIOS S/A,QUALICORPADM,
,QCCS,,,,,,,906941,,True,False,,,QUALICORP CORRETORA DE SEGUROS S/A,QUALICORSEG,
,QGDI,,,,,,,906958,,True,False,,,QUEIROZ GALVAO DESENVOLVIMENTO IMOBILIARIO S.A.,QUEIROZDEV,
,QGSA,,,,,,,906966,,True,False,,,QUEIROZ GALVAO S/A,QUEIROZGALVA,
,QRZG,,,,,,,906974,,True,False,,,QUEIROZ GALVAO DESENVOLVIMENTO DE NEGOCIOS S.A.,QGALVAO,
,QUCR,,,,,,,906982,,True,False,,,Q1 COMERCIAL DE ROUPAS S/A,Q1COMERCIAL,
,QXDA,,,,,,,906990,,True,False,,,QUEIXADA ENERGETICA S/A,QUEIXADA,
,RATL,,,,,,,907048,,True,False,,,CONCESSIONARIA ROTA DO ATLANTICO S.A.,ATLANTICO,
,RBBK,,,,,,,907055,,True,False,,,BANCO RABOBANK INTERNATIONAL BRASIL S/A,RABOBANKBM,
,RBCC,,,,,,,907063,,True,False,,,RB CAPITAL COMMERCIAL PROPERTIES S.A.,RBCOMMERCIAL,
,RBHO,,,,,,,907071,,True,False,,,RB CAPITAL HOLDING S.A,RBCAPHOLDING,
,RBPT,,,,,,,907089,,True,False,,,BCO RIBEIRAO PRETO S/A,RIBEIRAOPRET,
,RBRE,,,,,,,907097,,True,False,,,PRIME REALTY II EMPREENDIMENTOS IMOBILIARIOS S.A.,PRIMEII,
,RBRN,,,,,,,907105,,True,False,,,REALTY IX EMPREENDIMENTOS IMOBILIARIOS LTDA,REALTYIX,
,RBSA,,,,,,,907113,,True,False,,,RBS PARTICIPACOES S.A.,RBS,
,RBST,,,,,,,907121,,True,False,,,REALTY VII EMP. IMOBILIARIOS S.A.,REALTYVII,
,RCHL,,,,,,,907147,,True,False,,,LOJAS RIACHUELO S / A,RIACHUELO,
,RCIX,,,,,,,907188,,True,False,,,REC 2017 EMPREENDIMENTOS E PARTICIPACOES IX S.A.,REC2017IX,
,RCVI,,,,,,,907196,,True,False,,,REC 2017 EMPREENDIMENTOS E PARTICIPACOES VI SA,REC2017VI,
,RDLA,,,,,,,907204,,True,False,,,CONCESSIONARIA DA RODOVIA DOS LAGOS S/A,RODLAGOS,
,RDOE,,,,,,,907212,,True,False,,,CONCESSIONARIA DO RODOANEL OESTE S/A,CONCESRODOES,
,RDVC,,,,,,,907220,,True,False,,,RODOVIA DAS CATARATAS S/A ECOCATARATAS,RODOVIACATAR,
,REBE,,,,,,,907246,,True,False,,,REB EMPREENDIMENTOS E ADMINISTRADORA DE BENS S/A,REBSA,
,RECE,,,,,,,907253,,True,False,,,REC 2017 EMPREENDIMENTOS E PARTICIPACOES VII S.A.,REC2017VII,
,REFL,,,,,,,907261,,True,False,,,REAL ESTATE FLORESTAL EMPREENDIMENTOS IMOBILIARIOS,REALEFLOREST,
,REII,,,,,,,907279,,True,False,,,R039 EXTREMA 2 EMPREENDIMENTOS E PARTICIPACOES S.A,R039EXTREMA2,
,REND,,,,,,,907287,,True,False,,,BANCO RENDIMENTO S.A.,RENDIMENTOBC,
,REVC,,,,,,,907303,,True,False,,,RENOVIAS CONCESSIONARIA S/A,RENOVIAS,
,RFRT,,,,,,,907311,,True,False,,,RIOFORTE INVESTMENT HOLDING BRASIL S.A.,RIOFORTE,
,RICI,,,,,,,907329,,True,False,,,AUTO RICCI S.A.,AUTORICCI,
,RILM,,,,,,,907337,,True,False,,,RIALMA COMPANHIA ENERGETICA IV S/A,RIALMAIV,
,RIOC,,,,,,,907345,,True,False,,,RIO CANOAS ENERGIA S/A,RIOCANOAS,
,RJGT,,,,,,,907360,,True,False,,,RJGTIA COMPANHIA SECURITIZADORA DE CREDITOS FINANC,RJGTIASEC,
,RLBL,,,,,,,907378,,True,False,,,RENAULT DO BRASIL S.A.,RENAULTBR,
,RLZE,,,,,,,907386,,True,False,,,REALIZE CREDITO FINANCIAMENTO E INVESTIMENTO SA,REALIZECFI,
,RNCV,,,,,,,907394,,True,False,,,RN COMERCIO VAREJISTA S/A,RNCOMERCIO,
,RNSA,,,,,,,907402,,True,False,,,RENOSA PARTICIPACOES S.A,RENOSAPART,
,ROCC,,,,,,,907428,,True,False,,,ROCCO HOSPITALAR ADMINISTRACAO E PARTICIPACOES S/A,ROCCOHOSP,
,ROCH,,,,,,,907436,,True,False,,,ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.,ROCHALOGSA,
,RODT,,,,,,,907444,,True,False,,,CONCESSIONARIA RODOVIA DOS TAMOIOS S.A.,RODOVIATAMOI,
,RPTL,,,,,,,907451,,True,False,,,RIO PETROLEO SPE S/A COMPANHIA SECURITIZADORA DE C,RIOPETROLEOS,
,RSTE,,,,,,,907477,,True,False,,,REAL ESTATE XVI INVESTIMENTOS IMOBILIARIOS E PARTI,REALESTATE,
,RSVT,,,,,,,907485,,True,False,,,RUASINVEST PARTICIPACOES S.A.,RUASINVEST,
,RTBD,,,,,,,907493,,True,False,,,RADIO E TELEVISAO BANDEIRANTES S.A.,BANDEIRANTES,
,RVAC,,,,,,,907501,,True,False,,,RVA CONSTRUCOES E INCORPORACOES S.A,RVACONSTRUCO,
,RVTA,,,,,,,907519,,True,False,,,REVITA ENGENHARIA S.A.,REVITAENG,
,SAAB,,,,,,,907527,,True,False,,,SANEAMENTO AMBIENTAL AGUAS DO BRASIL SA,AGUASDOBRASI,
,SACV,,,,,,,907535,,True,False,,,SA CAVALCANTE PARTICIPACOES S.A.,SACAVALCANTE,
,SAFR,,,,,,,907543,,True,False,,,BANCO J. SAFRA S/A,JSAFRABM,
,SASS,,,,,,,907550,,True,False,,,SOCIEDADE ADMINISTRADORA DE ESTACIONAMENTOS E SERV,SOCADMESTSER,
,SAXC,,,,,,,907568,,True,False,,,SAX SA CREDITO FINANCIAMENTO E INVESTIMENTO,SAXCFI,
,SBBO,,,,,,,907576,,True,False,,,SB BONSUCESSO ADMINISTRADORA DE SHOPPINGS S.A.,SBBONSUCESSO,
,SCAZ,,,,,,,907584,,True,False,,,SECULUS DA AMAZONIA INDUSTRIA E COMERCIO S.A.,SECULUS,
,SCDI,,,,,,,907592,,True,False,,,BANCO COOPERATIVO SICREDI S/A,SICREDIBM,
,SCGH,,,,,,,907659,,True,False,,,SCG III HOLDING S.A.,SCGIII,
,SCHI,,,,,,,907667,,True,False,,,BCV - BANCO DE CREDITO E VAREJO S/A,BCVBM,
,SCID,,,,,,,907675,,True,False,,,SECID ¿ SOCIEDADE EDUCACIONAL CIDADE DE SAO PAULO,SECID,
,SCLN,,,,,,,907683,,True,False,,,SCALINA S/A,SCALINA,
,SCNA,,,,,,,907691,,True,False,,,SCANIA BANCO S/A,SCANIABM,
,SCPW,,,,,,,907709,,True,False,,,SANTA CRUZ POWER CORPORATION USINAS HIDROELETRICAS,SANTACRUZ,
,SDBM,,,,,,,907717,,True,False,,,VOTORANTIM SIDERURGIA S.A.,VOTOSIDER,
,SENF,,,,,,,907725,,True,False,,,SENFF S.A - CREDITO FINANCIAMENTO E INVESTIMENTO,SENFFCFI,
,SFBR,,,,,,,907733,,True,False,,,SOCIEDADE FIDUCIARIA BRASILEIRA SERVICOS NEGOCIOS,BRASILEIRAPA,
,SGCE,,,,,,,907741,,True,False,,,PROSEGUR HOLDING E PARTICIPACOES S.A,PROSEGPART,
,SIII,,,,,,,907808,,True,False,,,SANTA VITORIA DO PALMAR III ENERGIAS RENOVAVEIS S.,PALMARIII,
,SINO,,,,,,,907816,,True,False,,,SINOSSERRA FINANCEIRA SA SOCIEDADE DE CREDITO FINA,SINOSSERRACF,
,SISE,,,,,,,907824,,True,False,,,SOBRAL I SOLAR ENERGIA SPE S.A.,SOBRALSOLAR,
,SLFM,,,,,,,907832,,True,False,,,SOLFARMA COMERCIO DE PRODUTOS FARMACEUTICOS S/A,SOLFARMA,
,SLFN,,,,,,,907840,,True,False,,,CCB BRASIL S/A CREDITO FINANCIAMENTOS E INVESTIMEN,CCBBRASILCFI,
,SLOU,,,,,,,907857,,True,False,,,SISTEMA PRODUTOR SAO LOURENCO S/A,LOURENCO,
,SLRI,,,,,,,907865,,True,False,,,SOLARIS EQUIPAMENTOS E SERVICOS S.A.,SOLARIS,
,SLUA,,,,,,,907873,,True,False,,,SAMAR-SOLUCOES AMBIENTAIS DE ARACATUBA S/A,SAMAR,
,SLUD,,,,,,,907881,,True,False,,,SALUS EMPREENDIMENTOS LOGISTICOS II S/A,SALUSII,
,SLUS,,,,,,,907899,,True,False,,,SALUS EMPREENDIMENTOS LOGISTICOS S A,SALUS,
,SLVI,,,,,,,907907,,True,False,,,SOLVI PARTICIPACOES S.A.,SOLVIPART,
